6.651407606453342281e-01,-5.193147886397020407e-01,4.357117277197083416e-01,1.212140846729118648e-01,7.847545224974843137e-02,4.667987688981841549e-02,-7.194903827303765764e-01,-3.709087558195947598e-01,5.387722661361666887e-01
3.724045531620306382e-01,1.433335791370923540e-01,-1.004286983855725568e-01,-2.861224060656380463e-01,1.978340516207835742e-01,-1.773907484746222729e-01,3.951288580326362543e-01,7.852257041264598669e-01,-6.549807198588799562e-01
6.400615709733350478e-01,1.150041570756983045e-01,1.418605544176379241e-01,5.663157489485007995e-02,-7.779468260291205750e-01,-2.713270334064569744e-01,6.428863542696500177e-01,3.783670815226656825e-01,9.890328113136018229e-02
-1.330336064694626896e-01,-3.436794148551813310e-01,1.741730281852641726e-01,-1.360730825345997375e-01,6.130244686039584279e-01,5.274271898876925491e-01,-6.876278689133905608e-01,4.896142434787863484e-01,1.724497292906380930e-01
1.412334053179313542e-01,1.039746470758198954e-01,-5.952583738801211499e-01,-2.293073805465664361e-01,5.983286683971398290e-01,2.747938156604594617e-01,1.557886012806812825e-01,-1.170313406083615670e-01,-2.025123626667827692e-01
1.320676879609561927e-01,-8.506562372360275404e-02,5.700674675310759554e-01,6.454537215625335556e-01,-7.918482951642592527e-01,3.981164046767233233e-01,1.286764746144010707e-01,9.622526832679952069e-02,9.762316186378910965e-02
-6.781738609556273722e-01,-2.291099767457767111e-01,4.803207518863039094e-01,1.943951017681519178e-01,1.143379229639664846e-01,-1.532338599753370056e-01,-1.684161812007886894e-01,1.680088211302358248e-01,-1.182835636711762756e-01
3.641749761755675441e-01,8.247534058222627529e-01,-1.043516410699288688e+00,8.523618841974189841e-01,1.617882622436496443e-01,8.052737280417365806e-02,1.068225114190716890e-01,-6.725485828466289950e-01,-1.522915242613997189e-01
5.990391202993691211e-01,2.251842286153812600e-01,4.989490160967859772e-02,-2.074394369739288591e-01,-1.991767042345099492e-01,1.522402856819273509e-01,-1.250137406523555983e-01,6.301377104050437383e-01,7.498797102252474645e-01
-1.128131035190259368e+00,7.311256871625849696e-01,1.611780843474391323e-01,1.574349749067180670e-01,1.697785774924586433e-01,-4.394015964280616471e-01,-2.798551055485767325e-01,6.610011810826686984e-01,1.867357219931300993e-01
9.858919320790647534e-02,-2.214505229568178302e-01,-1.767187763375620557e-01,1.147908092363737892e-01,-1.284548422349106600e-01,5.904877612591606928e-01,5.150867282557096694e-01,-7.071667797481806517e-01,4.721418434825526700e-01
1.213332997145194214e-01,8.674769108568866627e-02,1.082924817313368621e-01,-5.148023787656063055e-01,-2.297163890393424668e-01,1.788841113687416329e-01,2.339660166627470228e-01,1.351555553135584398e-01,-7.734217473211348060e-02
-2.189213156461568000e-01,1.653830114400841322e-01,-1.083066793260922395e-01,4.020859418147096909e-01,6.973830558015101655e-01,-8.440819448329522912e-01,8.767058031108569960e-01,1.834116985157642488e-01,4.093135855468325174e-02
1.023858467653817328e-01,-4.606699767538823820e-01,-2.125490805670537386e-01,4.112902502080690303e-01,3.541480511049155400e-01,1.556728770378493498e-01,-1.337782396773802562e-01,-2.488062156379570178e-01,1.471156846798305495e-01
-1.040010841495235955e-01,4.939114979744522183e-01,6.831884440949400616e-01,-1.050509231500877050e+00,8.594549559439942366e-01,1.382955561391307486e-01,1.174476857762345172e-01,7.533892131482629317e-02,-5.506785383869308159e-01
-4.212705218350172309e-01,6.011212389726779959e-01,4.340994782963041310e-01,1.307787607070315661e-01,-2.940752379814365880e-01,-3.772418300796737123e-01,1.981531882774039688e-01,-1.005552745680924343e-01,5.899094793754484645e-01
