-7.427294451289538635e-02,-7.478317055837050212e-03,-2.407222416006019050e-01,-1.089496748990138597e-01,3.525393180712724783e-01,-3.392148263768117455e-02,3.016815954153372892e-01,-2.458079988781195213e-01,-2.367617305093936142e-01,3.082644718654168337e-01
-9.174125950760142478e-02,3.090124635341771203e-02,-3.224279115768556581e-02,-4.394175487570670807e-02,1.169602108853634165e-01,3.260269990781157756e-01,-3.237938226856362789e-03,-9.917484664543553541e-02,-6.554010602494823867e-02,-1.409424284895391677e-01
4.481126865463233577e-01,-4.557520915538796902e-01,8.901748557413963203e-01,5.569199563537752251e-02,-1.048144907217889166e-01,-2.583717886768099326e-01,-2.378810653055726115e-02,2.990671768812269149e-01,-5.103535695276680828e-01,-3.831194461182020339e-01
3.685537107571346116e-02,-1.596651561452763421e-02,-9.148770240560122682e-03,8.275863205306816309e-03,1.588806396834792703e-02,1.560111862198257544e-02,2.193128905829705086e-02,1.760803576104025183e-03,8.345668234175691522e-03,-5.430424849943608218e-03
-1.752402702438783048e-03,5.475168831139699474e-03,-5.645844537497187940e-03,-1.463720139464880915e-02,1.288222064383654636e-02,-4.462188322672520392e-03,9.999250082460378261e-03,1.976713063777347720e-02,1.866239974619120223e-02,-9.408217142360198251e-03
-1.711863140019793394e-01,-1.765959445477328082e-01,1.617288390087189554e-01,-9.455095215640685336e-02,-3.437667161687432693e-01,-1.368240836557607087e-01,-1.750891954331351696e-01,9.482941318543938181e-01,-2.008676865108151577e-01,1.576620180649547232e-01
-3.180254283357581979e-01,5.519614235698568905e-01,1.881180187153718431e-01,2.808639736442683499e-01,-5.020224739737425557e-01,2.328653501384440883e-01,5.875823777934198189e-01,-2.701346714110779423e-01,-4.019963457562737430e-01,-3.205111582118256863e-01
5.079755661788418752e-01,-3.016296159260298260e-01,-4.544496115112731278e-03,-5.346606563490717834e-01,2.279891995071536281e-01,3.922907227864014801e-01,-7.138649948617452612e-01,2.435596931147899769e-01,2.837981614551173259e-01,-8.058381733262258428e-02
-9.755923649130709974e-02,-2.822380739935022743e-03,2.903656818239494855e-02,3.809803162277068944e-01,-1.237975675089195010e-01,1.907735067069404877e-02,-2.850214092749610018e-01,-3.140142079292339988e-02,1.654301719464873477e-01,-4.589148730287193056e-02
-8.673148459525287235e-02,1.789031530042587137e-01,-1.090031099269211934e-01,-2.884146234847593249e-01,1.090192578911597238e-01,7.037444578304113962e-01,-2.079952184436860974e-01,-1.071494117091412596e-01,-4.446380629311469379e-02,-1.740110376374650603e-01
-7.620486248069220647e-02,8.548763286804943531e-03,3.902289265866457635e-01,4.010753154293242306e-01,4.704002263904096259e-01,-8.718404222201862896e-02,-2.870396443557025612e-01,-1.542267548163941127e-01,-4.453386270141847236e-02,-5.859961380809101117e-01
-4.518358070801656995e-02,-9.419679952737487760e-02,1.561347016769613627e-01,-5.134252723992157458e-02,-1.564850594777109916e-01,-8.773524008379834926e-02,-1.962715950608771021e-01,1.127265742378201208e-01,8.607596556154506473e-01,-4.713754368419927343e-01
-4.792237087704665499e-01,8.303481064525318756e-01,-1.580719279660413104e-02,-6.598453043166941923e-01,-3.840051108521496115e-01,2.648423895058996114e-01,5.299876718317098057e-01,-1.826384927318479290e-01,4.737258316073684333e-02,6.149984445366345892e-02
-9.892907851607977976e-02,-3.377101104341661553e-01,1.201205755819377552e-01,-2.009618320482757514e-01,-3.259910623281182529e-01,-1.653511871830690427e-01,-1.213025329831145388e-01,7.520599949181256960e-01,-2.034767128100750319e-02,3.776917361147995034e-01
-8.906419733754887547e-02,1.927793144355053334e-01,-1.976394245994339827e-01,-4.046103418421394537e-01,-2.369246913489546913e-01,4.864275119421351823e-01,-3.289288313800409203e-01,4.255914101458627141e-01,-9.185800610596844828e-02,2.269547300754329033e-01
-2.427259576680242947e-01,2.770968556803398153e-01,3.122611255557988363e-03,-3.940956291652582266e-02,-3.938107423601428514e-01,-5.656016675421209755e-02,-1.981647246673929885e-01,5.958321752411011030e-01,-1.062418794616268036e-01,1.375792581662135250e-01
1.799945903698494526e-02,-7.583769971235736554e-03,2.957516832994297462e-01,4.745534419453913411e-01,-1.550740151236764675e-01,-3.975898935894443542e-01,-1.620120021188855841e-01,3.335008188963948239e-01,-3.518158551049749283e-01,-7.401008759615552990e-02
-3.166366416118204241e-01,4.151024367047521646e-01,2.302969729194575543e-01,3.905584643399324651e-01,-1.804877899900048377e-01,-2.889284634762466775e-01,-1.033434195963628260e-01,-1.068895624943321312e-03,2.822078804904075700e-01,-4.344264390108426022e-01
-2.677605073621772136e-01,-5.227567469436474046e-02,-3.357906167011752707e-01,9.003964499829458790e-02,8.095066550323415377e-01,-7.580936946658541065e-02,-3.189116186031166755e-01,1.950315012522389757e-01,2.898403576467780199e-02,2.624523886123666938e-02
-1.079089185731236383e-01,1.347674337970385383e-01,-1.219035152088980695e-01,1.022272549062704658e-03,-2.400457947798298811e-02,-1.336100989395515304e-02,-1.509094997394686277e-01,-3.074821355859181371e-01,7.077440454886529952e-02,4.983201038207792366e-01
5.593708782531776613e-01,-6.985184333377757460e-01,4.285192532359157203e-01,6.837174955697518375e-02,-3.112539035352089867e-01,5.012027439913624427e-01,2.541128082792555865e-01,-5.719524460089998597e-01,1.146572442929481017e-01,-3.353174002906684770e-01
-1.821992892354423188e-01,-4.620654316506960478e-03,-2.997751823977419794e-01,5.372556207671578266e-01,-1.696925089235336581e-01,4.417587736601111259e-01,-2.340137678085383866e-01,1.257723399828094002e-01,-2.482496358410140602e-01,4.548899255811378328e-02
-5.982580778379409381e-02,-4.100207322695735568e-02,-1.305489700329980907e-01,1.363441866849236794e-01,3.506078564294230066e-02,6.111524452647612571e-02,-3.198450494893332469e-02,-1.054055883548370570e-01,9.218302026990179976e-02,2.199553782185775103e-02
3.624595894087498382e-01,-2.242918975343627108e-01,1.829649268093971326e-01,2.879395676986365449e-01,-2.638298809174030590e-01,3.448723488702498674e-02,2.624181759363721222e-01,-3.532046558755790322e-01,-2.774964123975968144e-01,-3.404252620465349904e-02
9.315720546701722338e-02,-9.555225989184529256e-02,-7.034353793169283164e-02,2.423279610172789644e-01,-1.342200776763546530e-02,1.444058525410277793e-01,-1.450656313278018694e-01,1.465310061335284020e-01,-2.488929414519458205e-01,-8.778698106397340994e-02
6.148774176693818649e-01,1.254002209847111804e-01,-1.898886369837924359e-01,-1.720848225459959691e-01,-2.082867214448267112e-01,3.402218857799522156e-01,2.847472461331669591e-02,1.311993004234645321e-01,-6.106570243660516262e-01,-6.611514271447689606e-02
-6.976702337715752489e-02,5.812660550867396192e-02,-2.757935605615730035e-02,-1.431234852661280865e-01,-6.372936596450007318e-02,4.502488174466623971e-01,-4.634217420686020938e-02,-5.637415277694612752e-03,-1.986734984301508633e-01,3.581102592341416091e-02
-2.161546190361078590e-01,-3.420913585464535056e-01,-3.877713060036701020e-01,1.197154201990604072e+00,4.721962401364060979e-01,-4.373853083484878224e-01,-5.698350440070358847e-01,1.135590950642797053e-01,-3.637897670349117263e-01,5.726616559968354947e-01
